,Unnamed: 0,Date,Title,Author,Ranking,Year,Month,List
1110,510,2021-11-01,not all diamonds and rosé,Dave Quinn,1,2021,11,combined-print-and-e-book-nonfiction
1111,511,2021-11-01,to rescue the republic,Bret Baier with Catherine Whitney,2,2021,11,combined-print-and-e-book-nonfiction
1112,512,2021-11-01,the storyteller,Dave Grohl,3,2021,11,combined-print-and-e-book-nonfiction
1113,513,2021-11-01,peril,Bob Woodward and Robert Costa,4,2021,11,combined-print-and-e-book-nonfiction
1114,514,2021-11-01,midnight in washington,Adam Schiff,5,2021,11,combined-print-and-e-book-nonfiction
1115,515,2021-11-01,the boys,Ron Howard and Clint Howard,6,2021,11,combined-print-and-e-book-nonfiction
1116,516,2021-11-01,er nurses,James Patterson and Matt Eversmann with Chris Mooney,7,2021,11,combined-print-and-e-book-nonfiction
1117,517,2021-11-01,the body keeps the score,Bessel van der Kolk,8,2021,11,combined-print-and-e-book-nonfiction
1118,518,2021-11-01,vanderbilt,Anderson Cooper and Katherine Howe,9,2021,11,combined-print-and-e-book-nonfiction
1119,519,2021-11-01,taste,Stanley Tucci,10,2021,11,combined-print-and-e-book-nonfiction
1120,520,2021-11-01,the first 21,Frank Feranna and Nikki Sixx,11,2021,11,combined-print-and-e-book-nonfiction
1121,521,2021-11-01,the book of hope,Jane Goodall and Douglas Abrams with Gail Hudson,12,2021,11,combined-print-and-e-book-nonfiction
1122,522,2021-11-01,american marxism,Mark R. Levin,13,2021,11,combined-print-and-e-book-nonfiction
1123,523,2021-11-01,maid,Stephanie Land,14,2021,11,combined-print-and-e-book-nonfiction
1124,524,2021-11-01,the beatles get back,the Beatles,15,2021,11,combined-print-and-e-book-nonfiction
1125,525,2021-12-01,the 1619 project,"ted by Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",1,2021,12,combined-print-and-e-book-nonfiction
1126,526,2021-12-01,all american christmas,Rachel Campos-Duffy and Sean Duffy,2,2021,12,combined-print-and-e-book-nonfiction
1127,527,2021-12-01,betrayal,Jonathan Karl,3,2021,12,combined-print-and-e-book-nonfiction
1128,528,2021-12-01,will,Will Smith with Mark Manson,4,2021,12,combined-print-and-e-book-nonfiction
1129,529,2021-12-01,the real anthony fauci,Robert F. Kennedy Jr,5,2021,12,combined-print-and-e-book-nonfiction
1130,530,2021-12-01,the lyrics 1956 to the present,Paul McCartney,6,2021,12,combined-print-and-e-book-nonfiction
1131,531,2021-12-01,the storyteller,Dave Grohl,7,2021,12,combined-print-and-e-book-nonfiction
1132,532,2021-12-01,the president and the freedom fighter,Brian Kilmeade,8,2021,12,combined-print-and-e-book-nonfiction
1133,533,2021-12-01,the dawn of everything,David Graeber and David Wengrow,9,2021,12,combined-print-and-e-book-nonfiction
1134,534,2021-12-01,welcome to dunder mifflin,Brian Baumgartner and Ben Silverman,10,2021,12,combined-print-and-e-book-nonfiction
1135,535,2021-12-01,the body keeps the score,Bessel van der Kolk,11,2021,12,combined-print-and-e-book-nonfiction
1136,536,2021-12-01,taste,Stanley Tucci,12,2021,12,combined-print-and-e-book-nonfiction
1137,537,2021-12-01,the house of gucci,Sara Gay Forden,13,2021,12,combined-print-and-e-book-nonfiction
1138,538,2021-12-01,going there,Katie Couric,14,2021,12,combined-print-and-e-book-nonfiction
1139,539,2021-12-01,renegades,Barack Obama and Bruce Springsteen,15,2021,12,combined-print-and-e-book-nonfiction
1140,540,2022-01-01,the 1619 project,"ted by Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",1,2022,1,combined-print-and-e-book-nonfiction
1141,541,2022-01-01,the storyteller,Dave Grohl,2,2022,1,combined-print-and-e-book-nonfiction
1142,542,2022-01-01,will,Will Smith with Mark Manson,3,2022,1,combined-print-and-e-book-nonfiction
1143,543,2022-01-01,the lyrics 1956 to the present,Paul McCartney,4,2022,1,combined-print-and-e-book-nonfiction
1144,544,2022-01-01,taste,Stanley Tucci,5,2022,1,combined-print-and-e-book-nonfiction
1145,545,2022-01-01,all american christmas,Rachel Campos-Duffy and Sean Duffy,6,2022,1,combined-print-and-e-book-nonfiction
1146,546,2022-01-01,the president and the freedom fighter,Brian Kilmeade,7,2022,1,combined-print-and-e-book-nonfiction
1147,547,2022-01-01,all about love,bell hooks,8,2022,1,combined-print-and-e-book-nonfiction
1148,548,2022-01-01,the beatles get back,the Beatles,9,2022,1,combined-print-and-e-book-nonfiction
1149,549,2022-01-01,the body keeps the score,Bessel van der Kolk,10,2022,1,combined-print-and-e-book-nonfiction
1150,550,2022-01-01,renegades,Barack Obama and Bruce Springsteen,11,2022,1,combined-print-and-e-book-nonfiction
1151,551,2022-01-01,the real anthony fauci,Robert F. Kennedy Jr,12,2022,1,combined-print-and-e-book-nonfiction
1152,552,2022-01-01,these precious days,Ann Patchett,13,2022,1,combined-print-and-e-book-nonfiction
1153,553,2022-01-01,greenlights,Matthew McConaughey,14,2022,1,combined-print-and-e-book-nonfiction
1154,554,2022-01-01,the dawn of everything,David Graeber and David Wengrow,15,2022,1,combined-print-and-e-book-nonfiction
1155,555,2022-02-01,enough already,Valerie Bertinelli,1,2022,2,combined-print-and-e-book-nonfiction
1156,556,2022-02-01,the body keeps the score,Bessel van der Kolk,2,2022,2,combined-print-and-e-book-nonfiction
1157,557,2022-02-01,the betrayal of anne frank,Rosemary Sullivan,3,2022,2,combined-print-and-e-book-nonfiction
1158,558,2022-02-01,the 1619 project,"ted by Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",4,2022,2,combined-print-and-e-book-nonfiction
1159,559,2022-02-01,unthinkable,Jamie Raskin,5,2022,2,combined-print-and-e-book-nonfiction
1160,560,2022-02-01,crying in h mart,Michelle Zauner,6,2022,2,combined-print-and-e-book-nonfiction
1161,561,2022-02-01,greenlights,Matthew McConaughey,7,2022,2,combined-print-and-e-book-nonfiction
1162,562,2022-02-01,will,Will Smith with Mark Manson,8,2022,2,combined-print-and-e-book-nonfiction
1163,563,2022-02-01,all about love,bell hooks,9,2022,2,combined-print-and-e-book-nonfiction
1164,564,2022-02-01,the storyteller,Dave Grohl,10,2022,2,combined-print-and-e-book-nonfiction
1165,565,2022-02-01,blood in the garden,Chris Herring,11,2022,2,combined-print-and-e-book-nonfiction
1166,566,2022-02-01,braiding sweetgrass,Robin Wall Kimmerer,12,2022,2,combined-print-and-e-book-nonfiction
1167,567,2022-02-01,untamed,Glennon Doyle,13,2022,2,combined-print-and-e-book-nonfiction
1168,568,2022-02-01,taste,Stanley Tucci,14,2022,2,combined-print-and-e-book-nonfiction
1169,569,2022-02-01,just pursuit,Laura Coates,15,2022,2,combined-print-and-e-book-nonfiction
1170,570,2022-03-01,from strength to strength,Arthur C. Brooks,1,2022,3,combined-print-and-e-book-nonfiction
1171,571,2022-03-01,the body keeps the score,Bessel van der Kolk,2,2022,3,combined-print-and-e-book-nonfiction
1172,572,2022-03-01,redhanded,Peter Schweizer,3,2022,3,combined-print-and-e-book-nonfiction
1173,573,2022-03-01,the 1619 project,"ted by Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",4,2022,3,combined-print-and-e-book-nonfiction
1174,574,2022-03-01,the nineties,Chuck Klosterman,5,2022,3,combined-print-and-e-book-nonfiction
1175,575,2022-03-01,the splendid and the vile,Erik Larson,6,2022,3,combined-print-and-e-book-nonfiction
1176,576,2022-03-01,educated,Tara Westover,7,2022,3,combined-print-and-e-book-nonfiction
1177,577,2022-03-01,crying in h mart,Michelle Zauner,8,2022,3,combined-print-and-e-book-nonfiction
1178,578,2022-03-01,all about love,bell hooks,9,2022,3,combined-print-and-e-book-nonfiction
1179,579,2022-03-01,will,Will Smith with Mark Manson,10,2022,3,combined-print-and-e-book-nonfiction
1180,580,2022-03-01,greenlights,Matthew McConaughey,11,2022,3,combined-print-and-e-book-nonfiction
1181,581,2022-03-01,stolen focus,Johann Hari,12,2022,3,combined-print-and-e-book-nonfiction
1182,582,2022-03-01,watergate,Garrett M. Graff,13,2022,3,combined-print-and-e-book-nonfiction
1183,583,2022-03-01,braiding sweetgrass,Robin Wall Kimmerer,14,2022,3,combined-print-and-e-book-nonfiction
1184,584,2022-03-01,how to be perfect,Michael Schur,15,2022,3,combined-print-and-e-book-nonfiction
1185,585,2022-04-01,one damn thing after another,William P. Barr,1,2022,4,combined-print-and-e-book-nonfiction
1186,586,2022-04-01,the body keeps the score,Bessel van der Kolk,2,2022,4,combined-print-and-e-book-nonfiction
1187,587,2022-04-01,lessons from the edge,Marie Yovanovitch,3,2022,4,combined-print-and-e-book-nonfiction
1188,588,2022-04-01,in love,Amy Bloom,4,2022,4,combined-print-and-e-book-nonfiction
1189,589,2022-04-01,the splendid and the vile,Erik Larson,5,2022,4,combined-print-and-e-book-nonfiction
1190,590,2022-04-01,crying in h mart,Michelle Zauner,6,2022,4,combined-print-and-e-book-nonfiction
1191,591,2022-04-01,the 1619 project,"ted by Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",7,2022,4,combined-print-and-e-book-nonfiction
1192,592,2022-04-01,educated,Tara Westover,8,2022,4,combined-print-and-e-book-nonfiction
1193,593,2022-04-01,will,Will Smith with Mark Manson,9,2022,4,combined-print-and-e-book-nonfiction
1194,594,2022-04-01,all about love,bell hooks,10,2022,4,combined-print-and-e-book-nonfiction
1195,595,2022-04-01,endurance,Alfred Lansing,11,2022,4,combined-print-and-e-book-nonfiction
1196,596,2022-04-01,the betrayal of anne frank,Rosemary Sullivan,12,2022,4,combined-print-and-e-book-nonfiction
1197,597,2022-04-01,braiding sweetgrass,Robin Wall Kimmerer,13,2022,4,combined-print-and-e-book-nonfiction
1198,598,2022-04-01,redhanded,Peter Schweizer,14,2022,4,combined-print-and-e-book-nonfiction
1199,599,2022-04-01,the gates of europe,Serhii Plokhy,15,2022,4,combined-print-and-e-book-nonfiction
